,movieId,average_rating
7446,81819,4.25
1087,1413,4.25
5076,8014,4.25
4823,7212,4.25
7243,74510,4.25
6998,68269,4.25
6995,68194,4.25
5524,26606,4.25
5341,8919,4.25
1976,2624,4.25
5627,27397,4.25
1949,2585,4.25
4469,6612,4.25
7127,71462,4.25
7165,72308,4.25
6721,59143,4.25
1728,2323,4.25
7454,82041,4.25
5847,32770,4.25
5104,8142,4.25
6006,38388,4.25
2408,3200,4.25
5136,8268,4.25
3745,5224,4.25
3828,5379,4.25
5142,8327,4.25
851,1123,4.25
605,760,4.25
3269,4433,4.25
2619,3508,4.25
8169,103107,4.25
9422,166946,4.25
8118,101765,4.25
2350,3111,4.25
8061,99764,4.25
2559,3429,4.25
9533,173197,4.25
3526,4826,4.25
9636,180497,4.25
9548,173925,4.25
711,930,4.25
7952,96488,4.25
9611,178827,4.25
7808,93006,4.25
7803,92694,4.25
7793,92475,4.25
2494,3330,4.25
3260,4419,4.25
2318,3074,4.25
2186,2905,4.25
8557,116897,4.25
9048,142422,4.25
8851,133802,4.25
8720,127152,4.25
7507,84414,4.25
3041,4079,4.25
3772,5279,4.25
8608,118888,4.25
3081,4142,4.25
3088,4152,4.25
8335,108727,4.25
36,40,4.25
8507,114678,4.25
3856,5425,4.25
3128,4217,4.25
2719,3655,4.25
9177,150596,4.25
8466,113252,4.25
556,668,4.25
3216,4350,4.25
8375,109968,4.25
694,912,4.24
6693,58559,4.238255033557047
46,50,4.237745098039215
898,1197,4.232394366197183
224,260,4.231075697211155
2281,3030,4.230769230769231
912,1212,4.229166666666667
707,926,4.229166666666667
27,28,4.2272727272727275
943,1245,4.225
461,527,4.225
2848,3814,4.222222222222222
936,1237,4.222222222222222
2460,3275,4.22093023255814
908,1208,4.219626168224299
266,306,4.21875
714,933,4.217391304347826
1733,2329,4.217054263565892
897,1196,4.2156398104265405
3083,4144,4.214285714285714
8200,103688,4.214285714285714
9300,159817,4.214285714285714
9006,140715,4.214285714285714
932,1233,4.2125
950,1252,4.211864406779661
981,1283,4.2105263157894735
899,1198,4.2075
135,162,4.205882352941177
2785,3730,4.205882352941177
895,1193,4.203007518796992
827,1089,4.202290076335878
3908,5500,4.2
7149,71899,4.2
9493,171011,4.2
7208,73323,4.2
292,334,4.2
2289,3038,4.2
5065,7983,4.2
2496,3334,4.2
2114,2810,4.2
257,296,4.197068403908795
1938,2571,4.192446043165468
3613,4967,4.1923076923076925
6601,55908,4.1875
1421,1945,4.1875
1493,2019,4.1875
928,1228,4.1875
2733,3675,4.1875
690,908,4.184210526315789
925,1225,4.184210526315789
3617,4973,4.183333333333334
757,994,4.181818181818182
3408,4642,4.181818181818182
2196,2921,4.181818181818182
6581,55442,4.181818181818182
1426,1950,4.181818181818182
900,1199,4.177966101694915
1615,2160,4.171875
940,1242,4.170731707317073
695,913,4.170454545454546
4554,6776,4.166666666666667
2847,3813,4.166666666666667
2548,3415,4.166666666666667
4206,6104,4.166666666666667
7898,95309,4.166666666666667
2717,3653,4.166666666666667
3276,4441,4.166666666666667
5671,27722,4.166666666666667
5133,8261,4.166666666666667
8527,115569,4.166666666666667
5517,26578,4.166666666666667
6582,55444,4.166666666666667
3171,4278,4.166666666666667
7916,95654,4.166666666666667
9238,156371,4.166666666666667
5408,25841,4.166666666666667
1932,2563,4.166666666666667
7174,72489,4.166666666666667
6690,58425,4.166666666666667
6000,38095,4.166666666666667
4825,7216,4.166666666666667
7603,87234,4.166666666666667
4141,5965,4.166666666666667
2319,3075,4.166666666666667
2501,3347,4.166666666666667
1933,2565,4.166666666666667
1409,1931,4.166666666666667
709,928,4.166666666666667
2205,2931,4.166666666666667
7389,80139,4.166666666666667
4176,6027,4.166666666666667
2213,2943,4.166666666666667
6254,47491,4.166666666666667
3706,5120,4.166666666666667
2431,3246,4.166666666666667
997,1300,4.166666666666667
2967,3983,4.166666666666667
5312,8838,4.166666666666667
4311,6306,4.166666666666667
2331,3090,4.166666666666667
3279,4444,4.166666666666667
9128,147374,4.166666666666667
4188,6051,4.166666666666667
3513,4809,4.166666666666667
314,356,4.164133738601824
862,1136,4.161764705882353
877,1172,4.161764705882353
510,593,4.161290322580645
4900,7361,4.1603053435114505
6659,57669,4.158536585365853
2326,3083,4.157894736842105
9053,142488,4.157894736842105
628,800,4.157894736842105
8237,104879,4.15625
8681,122926,4.15625
4020,5690,4.15625
2992,4011,4.155913978494624
3979,5618,4.155172413793103
2739,3681,4.151515151515151
2274,3019,4.15
904,1203,4.149122807017544
2370,3147,4.148648648648648
596,741,4.148148148148148
1729,2324,4.1477272727272725
4170,6016,4.1466666666666665
1502,2028,4.1462765957446805
2288,3037,4.145833333333333
902,1201,4.145833333333333
982,1284,4.142857142857143
1649,2203,4.142857142857143
9443,168248,4.142857142857143
6184,45210,4.142857142857143
1531,2067,4.142857142857143
7367,79357,4.142857142857143
6631,56782,4.142857142857143
1589,2132,4.142857142857143
688,906,4.142857142857143
910,1210,4.137755102040816
6909,64716,4.136363636363637
6993,68157,4.136363636363637
2864,3836,4.133333333333334
979,1281,4.133333333333334
960,1262,4.127906976744186
1071,1392,4.125
3319,4499,4.125
1737,2333,4.125
4984,7706,4.125
977,1279,4.125
975,1277,4.125
2959,3972,4.125
2479,3306,4.125
8211,104069,4.125
158,187,4.125
6027,39869,4.125
9478,170697,4.125
2852,3822,4.125
8648,121231,4.125
2332,3091,4.125
1530,2066,4.125
2735,3677,4.125
583,718,4.125
563,680,4.125
8246,105197,4.125
3268,4432,4.125
2330,3089,4.125
1724,2318,4.125
3096,4160,4.125
5713,27879,4.125
168,199,4.125
843,1111,4.125
3136,4226,4.122641509433962
948,1250,4.122222222222222
970,1272,4.121212121212121
907,1207,4.120689655172414
4791,7153,4.118918918918919
6148,44555,4.117647058823529
520,608,4.116022099447513
2416,3213,4.115384615384615
964,1266,4.111111111111111
4780,7132,4.111111111111111
2335,3095,4.111111111111111
7338,78499,4.109090909090909
4159,5995,4.108695652173913
7784,92259,4.108108108108108
8038,98961,4.107142857142857
942,1244,4.106060606060606
3633,4993,4.106060606060606
98,111,4.105769230769231
474,541,4.100806451612903
2482,3310,4.1
7493,83803,4.1
744,971,4.1
6595,55814,4.1
2199,2925,4.1
2209,2937,4.1
5388,9010,4.1
700,918,4.1
6427,51931,4.1
825,1086,4.1
5098,8128,4.1
1211,1611,4.1
1308,1755,4.1
6957,66371,4.1
839,1103,4.1
4616,6887,4.1
6651,57504,4.1
7198,73023,4.1
6579,55363,4.1
7832,93721,4.1
922,1222,4.098039215686274
585,720,4.092592592592593
2614,3503,4.090909090909091
859,1131,4.090909090909091
2795,3741,4.090909090909091
2508,3359,4.090909090909091
1882,2502,4.090425531914893
5682,27773,4.089743589743589
923,1223,4.089285714285714
5891,33660,4.088235294117647
1047,1361,4.083333333333333
734,954,4.083333333333333
1196,1594,4.083333333333333
2234,2971,4.083333333333333
7163,72226,4.083333333333333
1440,1964,4.083333333333333
3656,5039,4.083333333333333
2590,3469,4.083333333333333
5122,8207,4.083333333333333
956,1258,4.08256880733945
1283,1704,4.078014184397163
242,280,4.076923076923077
1257,1673,4.076923076923077
5777,31658,4.075
681,899,4.074468085106383
725,945,4.071428571428571
947,1249,4.071428571428571
2514,3365,4.071428571428571
1041,1354,4.071428571428571
949,1251,4.071428571428571
6277,47999,4.071428571428571
5616,27266,4.071428571428571
2472,3296,4.071428571428571
5999,38061,4.071428571428571
2702,3629,4.071428571428571
4161,6001,4.071428571428571
823,1084,4.071428571428571
2618,3507,4.066666666666666
7355,79132,4.066433566433567
945,1247,4.063291139240507
4342,6350,4.0625
1416,1939,4.0625
6645,57274,4.0625
927,1227,4.0625
860,1132,4.0625
1217,1617,4.061855670103093
6540,54997,4.06
7043,69481,4.0588235294117645
5533,26662,4.0588235294117645
1797,2398,4.0588235294117645
698,916,4.0576923076923075
6755,60069,4.0576923076923075
2144,2858,4.056372549019608
2046,2726,4.055555555555555
7572,86345,4.055555555555555
937,1238,4.055555555555555
1299,1734,4.055555555555555
2093,2788,4.053571428571429
2492,3328,4.052631578947368
1916,2542,4.052238805970149
2076,2761,4.051282051282051
8457,112852,4.0508474576271185
2198,2924,4.05
834,1096,4.05
1595,2138,4.05
939,1241,4.05
8256,105504,4.0476190476190474
989,1291,4.046428571428572
7686,89904,4.045454545454546
6510,54190,4.045454545454546
971,1273,4.045454545454546
740,965,4.045454545454546
959,1261,4.044117647058823
705,923,4.043478260869565
7449,81845,4.043103448275862
696,914,4.042857142857143
183,215,4.041666666666667
8448,112552,4.0394736842105265
915,1215,4.03921568627451
613,778,4.03921568627451
4945,7482,4.038461538461538
7306,77455,4.038461538461538
1433,1957,4.038461538461538
968,1270,4.038011695906433
2761,3703,4.0375
2555,3424,4.037037037037037
919,1219,4.036144578313253
251,290,4.035714285714286
4095,5878,4.035714285714286
867,1148,4.035714285714286
4383,6440,4.035714285714286
733,953,4.0344827586206895
4522,6711,4.033783783783784
97,110,4.031645569620253
1000,1303,4.029411764705882
1720,2313,4.029411764705882
6136,44195,4.027777777777778
52,58,4.027027027027027
2014,2686,4.026315789473684
6554,55118,4.026315789473684
8676,122916,4.025
685,903,4.025
268,308,4.025
4907,7371,4.025
7841,93840,4.0227272727272725
2615,3504,4.0227272727272725
7241,74458,4.022388059701493
4131,5952,4.0212765957446805
8551,116797,4.02
254,293,4.018796992481203
4561,6787,4.018518518518518
996,1299,4.017857142857143
986,1288,4.015151515151516
28,29,4.0131578947368425
692,910,4.01
5324,8874,4.0064935064935066
6314,48780,4.0055555555555555
1066,1387,4.0054945054945055
957,1259,4.0054945054945055
7022,68954,4.004761904761905
2829,3790,4.0
2800,3746,4.0
5106,8147,4.0
2784,3729,4.0
1745,2342,4.0
4835,7236,4.0
2838,3801,4.0
2259,3002,4.0
2842,3808,4.0
2265,3008,4.0
4841,7251,4.0
4836,7238,4.0
5096,8125,4.0
5111,8167,4.0
5110,8158,4.0
1652,2206,4.0
4844,7256,4.0
5117,8191,4.0
2807,3756,4.0
4864,7303,4.0
4891,7345,4.0
2388,3171,4.0
2487,3323,4.0
2266,3010,4.0
4887,7335,4.0
4896,7352,4.0
2277,3022,4.0
4865,7304,4.0
5118,8195,4.0
2791,3737,4.0
2810,3761,4.0
