,movie_a,movie_b,count
402817,110,457,137
1250724,377,480,137
16048330,7153,318,136
1893320,590,296,136
3754800,1270,356,136
1265474,380,592,136
12756715,4993,318,136
1900574,592,380,136
1900738,592,589,135
1471824,457,318,135
1885142,589,592,135
1472042,457,589,135
1607888,500,356,135
2262005,780,296,135
2422067,858,318,135
2423636,858,2571,135
3328204,1196,593,135
1885038,589,457,135
402551,110,150,134
217646,47,110,134
8009384,2858,318,134
1893374,590,356,134
14191048,5952,356,134
8277757,2959,2858,134
214,1,260,134
4551695,1580,356,134
8275973,2959,260,134
1697510,527,2571,134
477298,150,110,134
402478,110,47,134
1961876,608,593,134
8011214,2858,2959,134
4553255,1580,2571,134
3327982,1196,318,133
477675,150,593,133
2262231,780,589,133
396,1,480,132
8009340,2858,260,132
1900340,592,110,132
2422020,858,260,132
219349,47,2571,132
2422049,858,296,132
158953,32,296,131
217935,47,480,131
12756679,4993,260,130
1877394,588,296,130
1250574,377,296,130
16050025,7153,2959,130
8280215,2959,7153,130
1877538,588,480,130
5705356,2028,260,130
1471883,457,380,129
3328201,1196,589,129
1900631,592,457,129
2262268,780,648,129
11447416,4306,2571,129
14191020,5952,318,129
1265086,380,110,129
1265371,380,457,129
1250806,377,589,129
2036039,648,780,129
1472044,457,592,129
1194390,364,480,128
2261865,780,110,128
1900740,592,593,128
2422103,858,356,128
5705398,2028,318,128
3344546,1198,296,128
1265388,380,480,128
3419000,1210,480,128
3754717,1270,260,128
7792502,2762,2959,128
8277694,2959,2762,128
1961654,608,318,128
11445982,4306,356,128
3419458,1210,1198,127
2422289,858,593,127
3328116,1196,480,127
1900515,592,318,127
5705382,2028,296,127
3345159,1198,1210,127
1877449,588,364,127
1194467,364,588,127
1207059,367,356,127
477574,150,457,127
14192726,5952,2959,127
1100682,344,356,127
1471678,457,150,127
3419185,1210,780,126
16048296,7153,260,126
218020,47,589,126
12756701,4993,296,126
233863,50,2571,126
3344600,1198,356,126
3419085,1210,589,126
1961606,608,260,126
2262615,780,1210,126
9786119,3578,356,126
3488614,1221,858,125
2422672,858,1221,125
2262234,780,593,125
1207152,367,480,125
1893472,590,480,125
1939633,597,356,125
11276113,4226,2571,125
477672,150,589,125
1265259,380,318,124
2263582,780,2571,124
11448860,4306,4993,124
1100637,344,296,124
1961691,608,356,124
1265472,380,589,124
3344564,1198,318,124
12759287,4993,4306,124
1207010,367,296,123
3418864,1210,318,123
3755364,1270,1210,123
5705616,2028,593,123
1695816,527,110,123
1194252,364,296,123
3345238,1198,1291,123
11276367,4226,2959,123
7790659,2762,318,123
1925078,595,588,123
3866444,1291,1198,123
1877621,588,595,123
1265475,380,593,123
3419526,1210,1270,123
1868,1,2571,123
16048317,7153,296,122
3755351,1270,1196,122
7790877,2762,593,122
1900363,592,150,122
585,1,780,122
477674,150,592,122
3344784,1198,593,122
7790642,2762,296,122
5705244,2028,110,122
1250706,377,457,121
3756362,1270,2571,121
7452751,2628,2571,121
5705969,2028,1196,121
12757249,4993,1196,121
14190984,5952,260,121
487,1,593,121
3865816,1291,260,121
1250809,377,593,121
4551616,1580,260,120
1963237,608,2571,120
217601,47,50,120
5705982,2028,1210,120
7790615,2762,260,120
3724930,1265,356,120
159008,32,356,120
232099,50,47,120
1893172,590,110,120
2423902,858,2959,119
1250592,377,318,119
1877618,588,592,119
20879155,58559,2571,119
217761,47,260,119
15006694,6539,356,119
1877411,588,318,119
232265,50,260,119
11274589,4226,318,119
15008122,6539,2571,119
8011079,2858,2762,119
14191006,5952,296,119
490519,153,592,119
7792424,2762,2858,119
1265314,380,377,118
3866442,1291,1196,118
1250650,377,380,118
2938411,1036,2571,118
9787898,3578,2959,118
1697757,527,2959,118
158973,32,318,118
7791810,2762,2028,118
5707218,2028,2959,118
14840811,6377,356,118
7451128,2628,260,118
1250426,377,110,118
2422648,858,1196,118
11274622,4226,356,118
3867437,1291,2571,117
9786043,3578,260,117
1194269,364,318,117
16051937,7153,6539,117
15009579,6539,4993,117
15010036,6539,5952,117
15010648,6539,7153,117
1607984,500,480,117
1893559,590,593,117
477517,150,380,117
94,1,110,117
9789196,3578,4993,117
8009957,2858,1196,117
14194664,5952,6539,117
2035857,648,480,116
16048857,7153,1196,116
1695769,527,50,116
3755353,1270,1198,116
232488,50,527,116
3344696,1198,480,116
1696116,527,480,116
1100772,344,480,116
1893558,590,592,116
2035762,648,356,116
1100654,344,318,116
14193544,5952,4306,116
11449912,4306,7153,116
873,1,1210,116
3585116,1240,589,116
1924907,595,356,116
1893338,590,318,116
11449317,4306,5952,116
7451745,2628,1196,115
1206863,367,110,115
3446072,1214,2571,115
3586481,1240,2571,115
490287,153,296,115
3078965,1089,296,115
159297,32,780,115
7791230,2762,1196,115
550967,165,356,115
1877270,588,150,115
234110,50,2959,115
232671,50,858,114
22270968,79132,2571,114
4903736,1704,356,114
3754898,1270,480,114
1893194,590,150,114
1877463,588,380,114
11277642,4226,4993,114
2421857,858,50,114
4552241,1580,1196,114
1961437,608,50,113
4905236,1704,2571,113
11274572,4226,296,113
4552254,1580,1210,113
3445063,1214,1196,113
1250447,377,150,113
11445954,4306,318,113
3436422,1213,296,113
159194,32,589,113
3866455,1291,1210,113
8010534,2858,2028,112
1695933,527,260,112
3080555,1089,2571,112
11445917,4306,260,112
3754746,1270,296,112
1194473,364,595,112
1924915,595,364,112
14842174,6377,2571,112
159197,32,593,111
1607836,500,296,111
4903703,1704,318,111
1877250,588,110,111
1194309,364,367,111
3724848,1265,260,111
2035685,648,260,111
1893397,590,380,111
1207067,367,364,111
7451205,2628,356,110
9786646,3578,1196,110
550914,165,296,110
1100704,344,380,110
4551795,1580,480,110
3444435,1214,260,110
48148,10,356,109
2937424,1036,1196,109
11449574,4306,6539,109
1194110,364,110,109
11445939,4306,296,109
15540599,6874,2571,109
2936888,1036,356,109
158923,32,260,109
752825,231,356,109
11449520,4306,6377,109
3726467,1265,2571,109
1963424,608,2858,109
159106,32,480,109
22271160,79132,2959,109
15009179,6539,4306,109
1207235,367,589,109
14843164,6377,4306,109
10272535,3793,2571,109
15008359,6539,2959,109
1207028,367,318,108
550989,165,380,108
1893455,590,457,108
1003518,316,380,108
2936810,1036,260,108
9787219,3578,2028,108
1100516,344,150,108
1194468,364,589,108
938927,293,296,108
3585475,1240,1196,108
20883218,58559,79132,108
7451758,2628,1210,108
4935917,1721,356,108
1207238,367,593,108
20877871,58559,318,108
15540833,6874,2959,108
1962013,608,858,108
1962242,608,1196,108
22274228,79132,58559,108
1207237,367,592,108
6582680,2329,296,108
1100849,344,588,107
3336613,1197,260,107
1100852,344,592,107
1194024,364,1,107
4937404,1721,2571,107
490339,153,356,107
1925001,595,480,107
3724894,1265,318,107
4551976,1580,780,107
6584436,2329,2959,107
3217547,1136,260,107
20879359,58559,2959,107
22269787,79132,356,107
9786087,3578,318,107
2035942,648,589,107
9786070,3578,296,107
11278104,4226,5952,107
3584858,1240,260,107
3754508,1270,1,106
2035713,648,296,106
3754764,1270,318,106
9789665,3578,5952,106
12526063,4886,4306,106
752779,231,296,106
16340655,7361,2571,106
12524999,4886,2571,106
2035476,648,1,106
15006666,6539,318,106
4551644,1580,296,106
3336694,1197,356,105
551056,165,480,105
22269761,79132,318,105
13494152,5445,2571,105
20877898,58559,356,105
1003301,316,110,105
490362,153,380,105
4551662,1580,318,105
1100495,344,110,105
1207080,367,380,105
20881165,58559,7153,105
1003496,316,356,105
4552825,1580,2028,104
1862604,586,356,104
1003591,316,480,104
3337228,1197,1196,104
20880358,58559,4993,104
1939580,597,296,104
158707,32,1,104
1607896,500,364,104
3361330,1200,1214,104
3219129,1136,2571,104
3445067,1214,1200,104
3361314,1200,1196,104
10271022,3793,260,103
1607853,500,318,103
15543224,6874,7438,103
551131,165,589,103
3360694,1200,260,103
3585488,1240,1210,103
1753791,541,2571,103
4848471,1682,356,103
3362309,1200,2571,103
6584191,2329,2571,103
3866078,1291,589,103
11278708,4226,7153,103
2937437,1036,1210,103
13323880,5349,2571,103
160563,32,2571,103
4849962,1682,2571,103
16426464,7438,6874,103
3865896,1291,356,103
550986,165,377,102
1607908,500,377,102
17473681,8961,4306,102
551040,165,457,102
1100693,344,367,102
48243,10,480,102
3337229,1197,1198,102
1870094,587,356,102
1003673,316,592,102
551133,165,592,102
16340878,7361,2959,102
3217626,1136,356,101
3217574,1136,296,101
15539149,6874,318,101
15539178,6874,356,101
3445076,1214,1210,101
1003449,316,296,101
2036318,648,1210,101
11274799,4226,593,101
11274548,4226,260,101
17475062,8961,7153,101
20880716,58559,5952,101
752813,231,344,101
12523578,4886,356,101
48096,10,296,101
3080817,1089,2959,101
938946,293,318,101
3444516,1214,356,101
1939732,597,480,101
4474197,1527,2571,101
2937066,1036,589,101
4905488,1704,2959,101
16339263,7361,356,101
3489818,1221,2571,101
6582695,2329,318,101
1924858,595,296,101
3218155,1136,1196,100
3865993,1291,480,100
167509,34,356,100
3079018,1089,356,100
12526454,4886,4993,100
3488248,1221,296,100
13325341,5349,4993,100
3724876,1265,296,100
3445065,1214,1198,100
2937426,1036,1198,100
3585032,1240,480,100
490136,153,110,100
938981,293,356,100
3444699,1214,593,100
14844978,6377,8961,99
17474682,8961,6377,99
4903917,1704,593,99
3444696,1214,589,99
14844499,6377,7153,99
14842397,6377,2959,99
3725489,1265,1210,99
1608069,500,593,99
2035572,648,110,99
2936837,1036,296,99
15539136,6874,296,99
2936985,1036,480,99
490433,153,480,99
4903686,1704,296,99
2183858,736,780,99
14262106,5989,2571,99
7452019,2628,1580,99
3436439,1213,318,99
3437973,1213,2571,98
7659231,2716,356,98
550790,165,150,98
48320,10,589,98
550770,165,110,98
3725476,1265,1196,98
17472671,8961,2571,98
17474488,8961,5952,98
2937516,1036,1291,98
3360953,1200,589,98
3338208,1197,2571,98
12666440,4963,2571,98
3866513,1291,1270,98
17471279,8961,356,98
3436654,1213,593,98
3436783,1213,858,98
3078779,1089,50,98
14844188,6377,6539,98
3218157,1136,1198,98
6584365,2329,2858,98
3866344,1291,1036,98
3584937,1240,356,98
15010243,6539,6377,98
3488222,1221,260,98
3316782,1193,858,98
3585477,1240,1198,98
13325802,5349,5952,97
22272846,79132,7153,97
10271586,3793,1196,97
1742151,539,356,97
14840783,6377,318,97
3078937,1089,260,97
16339235,7361,318,97
10271599,3793,1210,97
1003573,316,457,97
3724644,1265,1,97
2035507,648,32,97
7659152,2716,260,97
14840770,6377,296,97
7660765,2716,2571,97
752915,231,480,97
3078776,1089,47,97
1607713,500,150,97
167602,34,480,97
12770522,4995,2571,97
14260713,5989,356,97
3725546,1265,1270,97
490159,153,150,97
12769115,4995,356,97
490306,153,318,96
13428422,5418,2571,96
1125102,349,380,96
1939749,597,500,96
1752178,541,260,96
16424412,7438,2959,96
12692881,4973,2571,96
1752257,541,356,96
3080740,1089,2858,96
48322,10,592,96
3317968,1193,2571,96
490327,153,344,96
3725478,1265,1198,96
3585213,1240,780,96
20877839,58559,260,96
1003671,316,589,96
1752798,541,1196,96
15006632,6539,260,96
3079202,1089,593,96
1608073,500,597,96
3217803,1136,593,96
4848438,1682,318,96
3316482,1193,356,96
752795,231,318,96
1125153,349,457,96
3217591,1136,318,96
14843950,6377,5952,96
940502,293,2571,96
3584886,1240,296,96
12665033,4963,356,96
7451747,2628,1198,95
8756063,3147,356,95
1168687,357,356,95
18600995,33794,2571,95
17474739,8961,6539,95
17474056,8961,4993,95
3316431,1193,296,95
490516,153,588,95
3079212,1089,608,95
3126782,1097,260,95
3316448,1193,318,95
1607899,500,367,95
3390692,1206,296,95
6582728,2329,356,95
3392253,1206,2571,95
3128410,1097,2571,95
3444464,1214,296,95
12523549,4886,318,95
13322374,5349,260,95
22272080,79132,4993,95
3390742,1206,356,95
18603370,33794,7153,95
939169,293,593,95
3436474,1213,356,95
1925081,595,592,95
47957,10,110,94
13495614,5445,4993,94
13496070,5445,5952,94
3436236,1213,50,94
1924737,595,150,94
1924715,595,110,94
752998,231,592,94
3217812,1136,608,94
1862697,586,480,94
18602372,33794,4993,94
938726,293,47,94
12527114,4886,6377,94
8756030,3147,318,94
15542758,6874,6539,94
3127424,1097,1210,94
5997531,2115,2571,94
12527514,4886,7153,94
15542492,6874,5952,94
3126864,1097,356,94
4903662,1704,260,94
13322439,5349,356,94
5995919,2115,260,94
22272420,79132,5952,94
13492722,5445,356,93
3436664,1213,608,93
1924875,595,318,93
4473256,1527,1196,93
7452877,2628,2762,93
10273167,3793,3578,93
12526912,4886,5952,93
3488266,1221,318,93
3438231,1213,2959,93
3361326,1200,1210,93
3361316,1200,1198,93
1939653,597,377,93
13326407,5349,7153,93
4936701,1721,1580,93
8153393,2918,356,93
48170,10,380,93
15543095,6874,7153,93
1003466,316,318,93
3337240,1197,1210,93
7451155,2628,296,93
16424182,7438,2571,93
681473,208,110,93
681618,208,296,93
3127411,1097,1196,93
681665,208,356,93
20877859,58559,296,92
12691530,4973,356,92
18599637,33794,356,92
12771556,4995,4306,92
1752205,541,296,92
3488301,1221,356,92
4905416,1704,2858,92
1924628,595,1,92
2253650,778,296,92
15541643,6874,4306,92
3219381,1136,2959,92
3488066,1221,50,92
3360773,1200,356,92
167452,34,296,92
18601215,33794,2959,92
3436396,1213,260,92
752847,231,380,92
7451300,2628,480,92
7659764,2716,1196,92
4936094,1721,593,92
3392509,1206,2959,92
12527175,4886,6539,92
681752,208,480,92
4848422,1682,296,92
2172496,733,780,92
1870191,587,480,92
5996532,2115,1196,92
48167,10,377,91
10271089,3793,356,91
5996624,2115,1291,91
18602798,33794,5952,91
12525240,4886,2959,91
5996545,2115,1210,91
4935884,1721,318,91
10273614,3793,4306,91
7550872,2683,356,91
17472902,8961,2959,91
1125081,349,356,91
4472751,1527,356,91
17471250,8961,318,91
681685,208,380,91
12769086,4995,318,91
16339223,7361,296,91
3488837,1221,1196,91
7552364,2683,2571,91
3336659,1197,318,91
8757542,3147,2571,91
5996534,2115,1198,90
4472922,1527,589,90
3336641,1197,296,90
752995,231,588,90
3392436,1206,2858,90
48113,10,318,90
410646,111,296,90
3337298,1197,1270,90
16341605,7361,4226,90
2183802,736,648,90
4970274,1732,2571,90
7550798,2683,260,90
4850212,1682,2959,90
1003507,316,367,90
4968711,1732,296,90
12693103,4973,2959,90
939166,293,589,90
1752439,541,593,90
8938,2,356,90
12667878,4963,4993,90
14805176,6365,2571,90
7659835,2716,1270,90
752599,231,47,90
614818,185,356,89
4935868,1721,296,89
8154904,2918,2571,89
5995995,2115,356,89
3127482,1097,1270,89
167517,34,364,89
7659777,2716,1210,89
752661,231,150,89
3316656,1193,593,89
19292953,44191,2571,89
1939641,597,364,89
6582903,2329,593,89
13427010,5418,356,89
4473509,1527,1580,89
3336875,1197,593,89
1870039,587,296,89
4472685,1527,260,89
13324949,5349,4306,89
1939822,597,593,89
4473269,1527,1210,89
3490074,1221,2959,88
3318222,1193,2959,88
614632,185,110,88
4905357,1704,2762,88
3318150,1193,2858,88
614771,185,296,88
4848650,1682,593,88
3488839,1221,1198,88
10739606,3996,2571,88
614906,185,480,88
19800610,48516,318,88
3126962,1097,480,88
12556444,4896,4306,88
3127050,1097,593,88
5482173,1968,356,88
48225,10,457,88
16342014,7361,4993,88
12668327,4963,5952,88
14262339,5989,2959,88
16343017,7361,7153,88
12503146,4878,2959,88
4937652,1721,2959,88
13496676,5445,7153,88
940757,293,2959,87
5996806,2115,1580,87
10273988,3793,4993,87
4935843,1721,260,87
14260685,5989,318,87
12553977,4896,356,87
3360868,1200,480,87
1939656,597,380,87
5324094,1923,356,87
1396738,434,380,87
3685974,1258,296,87
12665004,4963,318,87
12667492,4963,4306,87
12668590,4963,6539,87
4938467,1721,4306,87
19802002,48516,2571,87
13495216,5445,4306,87
1125248,349,592,87
13494393,5445,2959,87
1752800,541,1198,87
13492657,5445,260,87
18603047,33794,6539,87
19802220,48516,2959,87
21019438,60069,2571,87
13492693,5445,318,87
1125030,349,296,87
22269749,79132,296,87
9028,2,480,87
13322940,5349,1196,87
1862555,586,296,87
18605059,33794,58559,87
4968761,1732,356,87
7659766,2716,1198,86
12771941,4995,4993,86
16340813,7361,2858,86
824961,253,592,86
4904263,1704,1196,86
4851084,1682,4306,86
3686025,1258,356,86
1939598,597,318,86
7659180,2716,296,86
13430298,5418,5952,86
12667052,4963,3578,86
167688,34,593,86
12555392,4896,2571,86
3390708,1206,318,86
8382540,2997,2571,86
10271850,3793,1580,86
10272649,3793,2762,86
5482102,1968,260,86
2172165,733,260,86
18599610,33794,318,86
3405040,1208,296,86
4937524,1721,2762,86
12502925,4878,2571,86
12691489,4973,296,86
12666681,4963,2959,86
2612406,924,356,86
3687521,1258,2571,85
614985,185,592,85
681636,208,318,85
681496,208,150,85
529447,161,457,85
2253700,778,356,85
16422750,7438,318,85
1396670,434,296,85
2172441,733,648,85
2612327,924,260,85
19800638,48516,356,85
14263126,5989,4306,85
14263925,5989,5952,85
6582501,2329,47,85
938898,293,260,85
167684,34,588,85
167586,34,457,85
16342442,7361,5952,85
4851494,1682,4993,85
824583,253,110,85
5996091,2115,480,85
3390667,1206,260,85
12557887,4896,7153,85
12556838,4896,4993,85
7551660,2683,1580,85
1939818,597,588,85
614839,185,380,85
12772399,4995,5952,85
681736,208,457,85
614890,185,457,85
13429851,5418,4993,85
3017225,1073,260,85
13322410,5349,318,85
13426981,5418,318,85
13324124,5349,2959,85
10852006,4022,2571,85
824786,253,356,85
13429031,5418,3578,84
5996603,2115,1270,84
7659326,2716,480,84
6582503,2329,50,84
1742248,539,480,84
8756242,3147,593,84
1862611,586,364,84
1050766,329,356,84
1050933,329,592,84
1752222,541,318,84
2183699,736,480,84
1459421,454,356,84
18599578,33794,260,84
614652,185,150,84
938776,293,110,84
7623952,2706,356,84
1862713,586,500,84
13495778,5445,5349,84
1124893,349,110,84
2183605,736,356,84
19293170,44191,2959,84
12770754,4995,2959,84
16422779,7438,356,84
4849553,1682,2028,84
4970530,1732,2959,84
3127689,1097,1580,84
529394,161,380,84
4850081,1682,2762,84
8380967,2997,296,84
4473010,1527,780,84
10850616,4022,356,84
16426294,7438,6539,84
723286,223,296,84
824733,253,296,84
3126810,1097,296,84
12691502,4973,318,84
3361354,1200,1240,84
3496540,1222,296,84
3390923,1206,593,84
3498112,1222,2571,84
167209,34,1,84
1752352,541,480,83
2255202,778,2571,83
14263494,5989,4993,83
8153923,2918,1196,83
22269730,79132,260,83
10795501,4011,2571,83
933765,292,457,83
16887328,8360,4306,83
4472842,1527,480,83
681831,208,592,83
933504,292,110,83
1125170,349,480,83
7551392,2683,1196,83
1168632,357,296,83
8153317,2918,260,83
12557288,4896,5952,83
1752815,541,1214,83
529321,161,296,83
19294282,44191,4993,83
1396880,434,592,83
529373,161,356,83
529201,161,150,83
3496590,1222,356,83
1862571,586,318,83
14042861,5816,356,83
5325617,1923,2571,83
1870283,587,597,83
1862777,586,593,83
167323,34,150,83
1870279,587,593,83
3687773,1258,2959,83
410876,111,593,83
3686201,1258,593,83
16426032,7438,5952,83
167472,34,318,83
3316404,1193,260,83
824878,253,480,82
7551405,2683,1210,82
7660039,2716,1580,82
1869909,587,150,82
8945,2,364,82
12664968,4963,260,82
12769074,4995,296,82
1125247,349,590,82
5483679,1968,2571,82
6585650,2329,4993,82
4473327,1527,1270,82
2255453,778,2959,82
1459493,454,457,82
1050854,329,480,82
13430884,5418,7153,82
13429467,5418,4306,82
14263472,5989,4963,82
933714,292,380,82
20950926,59315,58559,82
16426631,7438,7153,82
2612943,924,1196,82
529545,161,592,82
2613928,924,2571,82
1083860,339,150,82
7552550,2683,2858,82
183123,39,356,82
20947604,59315,2571,82
12772991,4995,7153,82
919110,288,296,82
8757132,3147,2028,81
10740242,3996,3578,81
8153343,2918,296,81
8707624,3114,1,81
3405092,1208,356,81
8756015,3147,296,81
13428661,5418,2959,81
14046064,5816,5952,81
8757796,3147,2959,81
1742337,539,597,81
4458470,1517,260,81
10588708,3949,2959,81
7550968,2683,480,81
3316666,1193,608,81
21603632,68954,356,81
1124924,349,165,81
2172335,733,480,81
2612590,924,593,81
21018156,60069,356,81
3390933,1206,608,81
1870276,587,589,81
1870208,587,500,81
1870173,587,457,81
13360049,5378,2571,81
16422737,7438,296,81
2172242,733,356,81
12557235,4896,5816,81
12553915,4896,260,81
3685991,1258,318,81
3017583,1073,780,81
681829,208,589,81
16425594,7438,4993,81
3017015,1073,1,81
3406609,1208,2571,81
13426945,5418,260,81
14045577,5816,4896,81
7550823,2683,296,80
1050837,329,457,80
410663,111,318,80
529338,161,318,80
1050786,329,380,80
5482698,1968,1196,80
1862773,586,588,80
12501580,4878,356,80
1741974,539,150,80
1862623,586,377,80
4659456,1610,2571,80
14806531,6365,4993,80
1050720,329,296,80
4458546,1517,356,80
14045257,5816,4306,80
2253881,778,593,80
1870117,587,380,80
21604864,68954,2571,80
1396718,434,356,80
10850589,4022,318,80
2612354,924,296,80
3405283,1208,608,80
14264177,5989,6539,80
5627546,2011,1270,79
824752,253,318,79
1862774,586,589,79
5482128,1968,296,79
3017253,1073,296,79
8757662,3147,2762,79
5448683,1961,356,79
8381017,2997,356,79
19291624,44191,356,79
1050574,329,110,79
10874278,4027,2571,79
21957385,72998,356,79
7551139,2683,780,79
1124911,349,150,79
5050747,1784,356,79
8153361,2918,318,79
14806955,6365,5952,79
8155167,2918,2959,79
8155092,2918,2858,79
12501541,4878,296,79
14264502,5989,7153,79
8153936,2918,1210,79
3496514,1222,260,79
12771113,4995,3578,79
1742098,539,296,79
1084042,339,356,79
933526,292,150,79
8382723,2997,2858,79
4968685,1732,260,79
8153994,2918,1270,79
824809,253,380,78
10795729,4011,2959,78
824606,253,150,78
7625408,2706,2571,78
824959,253,589,78
824861,253,457,78
29079,6,296,78
8145621,2916,2571,78
12693041,4973,2858,78
1396785,434,457,78
1459510,454,480,78
14046639,5816,7153,78
14045629,5816,4993,78
5482769,1968,1270,78
106092,21,296,78
1396527,434,110,78
529181,161,110,78
2612554,924,541,78
1459367,454,296,78
5482711,1968,1210,78
1459223,454,110,78
12694222,4973,4993,78
19800598,48516,296,78
2183624,736,377,78
3685947,1258,260,78
933646,292,296,78
4460104,1517,2683,78
2183321,736,1,78
10853030,4022,4306,78
19295260,44191,7153,78
16915310,8368,7153,78
1790209,551,356,78
8382798,2997,2959,78
933694,292,356,78
723338,223,356,78
2183525,736,260,77
4969293,1732,1196,77
933859,292,592,77
2172409,733,589,77
410886,111,608,77
4968728,1732,318,77
5482142,1968,318,77
12501553,4878,318,77
13361473,5378,4993,77
21528856,68157,2571,77
2582126,919,260,77
19291597,44191,318,77
2172757,733,1210,77
3405012,1208,260,77
3405632,1208,1196,77
8144679,2916,1196,77
1742170,539,377,77
3405273,1208,593,77
919163,288,356,77
1168784,357,480,77
614788,185,318,77
10738164,3996,356,77
3391278,1206,1196,77
12554469,4896,1196,77
21021496,60069,7153,77
14807537,6365,7153,77
5324899,1923,1580,77
21608748,68954,79132,77
12694649,4973,5952,77
3686548,1258,1196,77
12557554,4896,6539,77
106227,21,457,76
933664,292,318,76
18445743,32587,2571,76
4460039,1517,2571,76
20949545,59315,7153,76
13358585,5378,260,76
2253470,778,50,76
12693819,4973,4226,76
12693864,4973,4306,76
21606030,68954,4993,76
16914779,8368,5816,76
1742230,539,457,76
13359135,5378,1196,76
29134,6,356,76
2612956,924,1210,76
385527,104,356,76
614986,185,593,76
5293196,1917,356,76
3687647,1258,2762,76
2612960,924,1214,76
7434563,2617,2571,76
8144103,2916,260,76
2183552,736,296,76
10741064,3996,4993,76
8707870,3114,356,76
4773727,1653,2571,76
7625647,2706,2959,76
183072,39,296,76
14046932,5816,8368,76
1459443,454,380,76
19806008,48516,58559,76
8380941,2997,260,76
919345,288,593,76
1396561,434,165,76
1459244,454,150,76
14044250,5816,2571,76
1396548,434,150,76
8892,2,296,76
5483935,1968,2959,76
14046312,5816,6539,76
21608182,68954,58559,76
2612502,924,480,76
1742116,539,318,76
10794142,4011,356,76
19846735,48780,2571,76
5635273,2012,1270,76
14803799,6365,356,76
5483861,1968,2858,76
1050735,329,316,76
1050595,329,150,75
3017522,1073,648,75
1050931,329,589,75
8756194,3147,527,75
10739856,3996,2959,75
12504710,4878,5952,75
2253468,778,47,75
2172317,733,457,75
3405568,1208,1089,75
12503866,4878,4226,75
10872803,4027,356,75
3404854,1208,50,75
12505282,4878,7153,75
19846953,48780,2959,75
2183682,736,457,75
1742265,539,500,75
2253666,778,318,75
21018128,60069,318,75
